icd,Latin
H34,Retinae Vasc. LAQUEUS
D67,Hemophilia B (inordinatio)
N17,corticali renum necrosis
G11,"Episodic ataxia, TYPE II"
L74,Calor Opuntia ficus - miliaria
L74,Asperis calor (inordinatio)
C63,Humana malignas tumor Scrotal
C63,Neoplasma naturae ipsius scroti
F09,neurocognitive inordinatio
F09,Organicum aegritudinis animi
Q82,generativus elastolysis
C20,Carcinoma in posteriore atque ima corporis
B67,alveolaris Echinococcosis
Q61,vellum medullare renibus spongiam incubuisse
G12,musculus ATROPHIA medulla
Q87,"Leguminosae € ""Willi syndrome"
E06,pus movendum thyroiditis
A84,"tick, tulisse pudet ENCEPHALITIS"
K22,dyskinesia oesophagi
D33,Pallister Press syndrome
I78,capillaria tuæ exitum syndrome
P72,neonatales thyrotoxicosis
H49,morbus trochlearis
G71,I myofibrillar myopathy
G57,laesionem sciatic nervi
H02,paralytico: Confide lagophthalmos
Q79,sustuleris fragilis calamos corneae syndrome
E83,Cornus posterioris syndrome
G72,"Andersen Tawil syndrome,"
C18,transversus colonia cancer
K83,pus movendum cholangitis
C31,sinussphenoidalis cancer
N30,urinariorum tractu infectio
F70,intellectualis vitium
J01,acutus recto itinere sinusitis
H15,princes scleromalacia
G71,III myofibrillar myopathy
G71,V myofibrillar myopathy
G71,II myofibrillar myopathy
G71,VI myofibrillar myopathy
I25,"coronarius arteria morbo,"
I20,"coronarius arteria morbo,"
K76,"coronarius arteria morbo,"
Q78,Praetereundum Cole Carpenter syndrome
C71,giant cellula glioblastoma
D81,MHC defectus II classis
H18,Fleck cornea dystrophy
C69,per familiam retinoblastoma
I82,vein vena thrombosis
F52,inhibuit muliebri orgasm
C53,ceruicis ADENOCARCINOMA
A81,exitiale rem domesticam nouerant nocturnae vigiliae
A18,Mycobacterium tuberculosis lympha nodi
C53,ceruicis carcinosarcoma
D07,Carcinoma in situ pene
D00,Carcinoma in situ pene
D01,Carcinoma in situ colonia
C08,glandulae cancer caruncula
Q04,"Gallovidia syndrome de Montealto,"
Q24,arteriae coronariae sinistrae anomalia
G52,morbus oll'actorius
E26,4 a morbo genus Bartter
E26,Bartter morbo genus 4b
C71,lobus occipitalis Neoplasma malignum
D01,Carcinoma in situ iecur
Q87,I-Bardet Biedl syndrome
Q87,Bardet Biedl syndrome-IV
Q87,Bardet Biedl syndrome-V
Q87,Bardet Biedl syndrome-II
Q87,Bardet Biedl syndrome-III
Q87,Bardet Biedl syndrome-VIII
Q87,Bardet Biedl syndrome-IX
Q87,Bardet Biedl syndrome-VI
Q87,Bardet Biedl syndrome-VII
H35,LXXI retinitis pigmentosa
H35,XXXIX retinitis pigmentosa
H35,retinitis pigmentosa LXXV
H35,LXXIII retinitis pigmentosa
H35,LXXII retinitis pigmentosa
H35,XXIV retinitis pigmentosa
H35,LXXIV retinitis pigmentosa
L70,Ulcus Cruris Mixtum morbo glandulae
C09,tonsillar cancer titulum lapideum
G56,medianus neuropathia
D84,II complent defectus
D84,III complent defectus
H11,conjunctivae concretione
Q12,singulis lentis ectopia
Q82,arx dermal hypoplasia
H35,XIX retinitis pigmentosa
H35,XXXII retinitis pigmentosa
H35,LIX retinitis pigmentosa
H35,XX retinitis pigmentosa
H35,XII retinitis pigmentosa
H35,LXVII retinitis pigmentosa
H35,XVIII retinitis pigmentosa
H35,XXXV retinitis pigmentosa
H35,XXVIII retinitis pigmentosa
H35,XXXIII retinitis pigmentosa
H35,LVIII retinitis pigmentosa
H35,LIV retinitis pigmentosa
H35,XLVII retinitis pigmentosa
H35,LV retinitis pigmentosa
H35,XXXVIII retinitis pigmentosa
H35,XXVI retinitis pigmentosa
H35,LXI retinitis pigmentosa
H35,LXVIII retinitis pigmentosa
H35,LVI retinitis pigmentosa
H35,XLI retinitis pigmentosa
H35,XL retinitis pigmentosa
K13,Leukoplakie tunicae mucosae oris
H68,Tuba Eustachiana morbus
C96,aspersos maculis Histiozytosis
E83,ferrum morbo metabolismus
D18,cellula hemangioma adprehenderunt fusum
B06,Rubella virum arthritis
G71,musculus morbo fluctuat omnis aere
H35,XVII retinitis pigmentosa
H35,XXXVI retinitis pigmentosa
H35,XLV retinitis pigmentosa
H35,XIII retinitis pigmentosa
H35,XI retinitis pigmentosa
H35,XLVI retinitis pigmentosa
H35,XXX retinitis pigmentosa
H35,LVII retinitis pigmentosa
H35,XXIII retinitis pigmentosa
H35,LXIX retinitis pigmentosa
H35,LX retinitis pigmentosa
H35,XXXIV retinitis pigmentosa
G51,corporis geniculati ganglionitis
G71,IV myofibrillar myopathy
D15,thymi epithelial tumore
C37,thymi epithelial tumore
H35,XLIX retinitis pigmentosa
H35,LXII retinitis pigmentosa
H35,XXIX retinitis pigmentosa
H35,XLIII retinitis pigmentosa
H35,XXV retinitis pigmentosa
H35,XIV retinitis pigmentosa
H35,XLVIII retinitis pigmentosa
H35,X retinitis pigmentosa
H35,LXIII retinitis pigmentosa
H35,XLII retinitis pigmentosa
H35,LXX retinitis pigmentosa
H35,XXXI retinitis pigmentosa
H35,L retinitis pigmentosa
H35,XXVII retinitis pigmentosa
H35,LXVI retinitis pigmentosa
C45,peritonaei mesothelioma
Q82,dens syndrome et clavus
K13,submucous oris fibrosis
Q60,renalis coloboma syndrome
Q60,inter binas Civitates renum aplasia
H35,XLIV retinitis pigmentosa
H35,XXII retinitis pigmentosa
H35,LI retinitis pigmentosa
H35,XXXVII retinitis pigmentosa
G47,somnus enim apnea obstructivus
G83,Brown-Sa © quard syndrome
J84,pulmonis hemosiderosis
F84,pueritia sCHIZOPHRENIA
C96,Langerhans cellula SARCOMA
N60,CYSTA pectus desolata est
E80,"Crigler Najjar syndrome,"
Q77,"Saldino Noonan syndrome,"
G40,photosensitive comitialibus
D61,Blackfan auras adamantinas ex anemia
T78,hypersensitivity type I
C67,ostium ureteris cancer
D72,hereditarium neutrophilia
H44,longis endophthalmitis
E07,euthyroid male syndrome
J67,VENTILATIO pneumonitis
I07,tricuspides morbo valvae
D84,C1 defectus Matrix
C24,Vater in ampulla cancer
H02,hypotrichosis palpebrae
E78,per familiam hyperlipidemia
D76,Erdheim morbo fert vetustatem
H18,cornea OEDEMA secundarium
H40,GLAUCOMA hypersecretion
G90,multiple ratio ATROPHIA
C18,descendens vas colonia cancer
Q93,22q13 deletionem syndrome
A98,Kyasanur morbo silvam
N80,endometriosis inflammatoriae uteri cervice
M88,Baronem Pagettum et os morbus est scriptor
L50,Familia frigus URTICARIA
G72,inclusione corporis Myositis
E76,ego mucopolysaccharidosis
B55,ramus cutaneus leishmaniasis
O36,neque satis placental
D64,P sideroblastic anemia
Q87,Argentum syndrome-Cicero
A18,Mycobacterium tuberculosis urogenitalis inferior
I67,"cerebrovascular morbo,"
I63,"cerebrovascular morbo,"
I60,"cerebrovascular morbo,"
H47,"Nutritius Kennedy syndrome,"
I50,cor defectum diastolicis
H50,PROMPTUS esotropia
F16,hallucinogen dependentiam
H35,LXXVII retinitis pigmentosa
A04,Pseudomembranous colitis
E83,Westphal pseudosclerosis
G71,Sarcomatous glioblastoma
Q82,Atrophoderma Pigmentosum
F60,psychopathic personality
Q77,achondroplastic dwarfism
Q77,osteosclerosis congenita
L73,Hidradenitis suppurativa
E88,Cardiometabolic syndrome
B57,American trypanosomiasis
Q69,nonsyndromic polydactyly
P55,erythroblastosis fetalis
F84,disintegrative pSYCHOSIS
A21,Oculoglandular tularemia
E73,"Hypolactasia, Adult Type"
M12,Hench-Rosenberg syndrome
R48,Monomodal visual AMNESIA
Q74,cleidocranial dysostosis
B39,classical Histoplasmosis
Q87,Otomandibular dysostosis
B41,paracoccidioidal mycosis
Q80,Epidermolytic Ichthyosis
L44,Pityriasis rubra pilaris
G71,Alpha-b crystallinopathy
I42,Oncocytic cardiomyopathy
D43,Myxopapillary Ependymoma
C45,pericardial mesothelioma
C74,cancer of adrenal cortex
D43,Subependymal astrocytoma
J05,laryngotracheobronchitis
C71,Gemistocytic astrocytoma
C71,protoplasmic astrocytoma
E26,classic Bartter syndrome
H30,birdshot chorioretinitis
H30,vitiliginous choroiditis
P57,bilirubin encephalopathy
E70,Chediak Higashi syndrome
D72,Chediak Higashi syndrome
C34,Pleuropulmonary blastoma
I11,hypertensive cardiopathy
M34,"Diabeticorum, Scleredema"
M34,Scleredema Diabeticorums
M30,"Granulomatoses, allergic"
M30,"Granulomatosis, allergic"
E83,idiopathic calciphylaxis
K29,hypertrophic gastropathy
Q80,Ichthyosis congenita IIB
G11,Cayman cerebellar ataxia
Q78,"Achondrogenesis, Type Ii"
A18,tuberculous pericarditis
Q82,Pseudoxanthoma elasticum
N34,Nongonococcal urethritis
G71,Schwarz Yanperu syndrome
Q78,Schwarz Yanperu syndrome
A31,atypical mycobacteriosis
E24,Ectopic Cushing syndrome
G11,dentoleukoencephalopathy
E75,dentoleukoencephalopathy
C49,Giant Cell Fibroblastoma
L50,dermatographic uRTICARIA
G71,Native American MYOPATHY
D61,"Anemia, Diamond-Blackfan"
L13,dERMATITIS herpetiformis
L13,Dermatosis herpetiformis
Q73,"Brachydactyly, Haws Type"
F81,Gerstmann Badal syndrome
Q77,polyepiphyseal DYSPLASIA
C13,laryngopharynxeal cancer
D76,haemophagocytic syndrome
Q77,Mesoectodermal Dysplasia
E76,MPS II - Hunter syndrome
E72,Argininosuccinicaciduria
H66,Suppurative otitis media
E23,Adiposogenital dystrophy
D75,idiopathic myelofibrosis
D47,idiopathic myelofibrosis
K76,hepatopulmonary syndrome
G40,Landau-Kleffner syndrome
F52,"Dyspareunia, Psychogenic"
Q87,Cryptophthalmos syndrome
Q44,Arteriohepatic dYSPLASIA
D69,Glanzmann thrombasthenia
I77,arteriovenous hemangioma
E80,Erythropoietic porphyria
E22,HYPERPROLACTINEMIA; HPRL
N26,hypertensive nephropathy
I12,hypertensive nephropathy
E70,"Albinism, Oculocutaneous"
D47,essential thrombocytemia
D47,essential thrombocytosis
J84,Lymphangioleiomyomatosis
D48,Lymphangioleiomyomatosis
E72,glutaric aciduria type I
Q75,Postaxial acrodysostosis
E78,hyperbetalipoproteinemia
A83,Californian eNCEPHALITIS
M04,MEVALONIC ACIDURIA; MEVA
E88,MEVALONIC ACIDURIA; MEVA
K04,Periapical periodontitis
M93,OSTEOCHONDRITIS tulaseca
L73,Hidradenitis suppurativa
B27,infectious mononucleosis
A21,oculoglandular tularemia
I87,post-thrombotic syndrome
L44,pityriasis rubra Pilaris
D43,myxopapillary ependymoma
C45,pericardial mesothelioma
C71,gemistocytic astrocytoma
C71,protoplasmic astrocytoma
K91,postgastrectomy syndrome
C34,pleuropulmonary blastoma
Q87,Qazi Markouizos syndrome
C22,hepatocellular carcinoma
H66,suppurative otitis media
K76,hepatopulmonary syndrome
D47,essential thrombocytosis
J84,lymphangioleiomyomatosis
D48,lymphangioleiomyomatosis
H35,hypertensive retinopathy
E20,pseudohypoparathyroidism
A36,Diphtheritic peritonitis
A15,tuberculous pneumothorax
D57,"Falcem cell-morbo, SCD"
A04,ut clostridium perfringens
E76,VI mucopolysaccharidosis
Q23,Mitral insufficientiam plenus mi
E83,pseudosclerosis cerebri
F45,hypochondriacis inordinatio
F45,hypochondriacis neurosis
M94,revolvor polychondritis
M94,"Chondromalacia, systemica"
M94,recurrentes polychondritis
E76,IV mucopolysaccharidosis
Q87,-Williams Beuren SYNDROME
A01,Typhoidearun febrem (inordinatio)
H49,Oris resolutio abducentis
H53,totus color caecitas
B74,Infectio per Dirofilaria
L21,Seborrhea NOS (inordinatio)
F63,pathologicum firesetting
B37,disseminata candidiasis
G71,"Congenita myotonia, NOS"
P91,necrosis de re alba
L89,Omnem locum decubitus ulceris
E71,congenita ferrum cultro
Q87,congenita ferrum cultro
I71,Ponderosus Aortic Aneurysm
K04,Lobus n periodontitis
A83,S. Ludovici ENCEPHALITIS
C49,Potis naturae Rhabdoid
C43,"Neoplasma malignum cutis, malignus"
F65,utebantur ad Fetishistic
F64,utebantur ad Fetishistic
E10,typus ego diabete Mellitus
E10,typus I diabete Mellitus
E83,AERCUS morbis PRAETERMITTO
F81,legendi / scribo inordinatio
E78,"Bassen Kornzweig morbo,"
K22,Dyskinesia oesophagi
D73,hypersplenism (inordinatio)
Q87,"Bannayan Zonana syndrome,"
Q87,"Ruvalcaba Myhre syndrome,"
M14,eanalis intestii f lipodystrophy
K90,eanalis intestii f lipodystrophy
A69,Fusobacterium Infectiones
E34,Prima GH obesitas;
C22,iecoris maligna tumore
E31,mucosal nodus syndrome
D44,mucosal nodus syndrome
N91,Amenorrhea NOS (inventum)
A05,Vulnus botulism (subtype)
E34,Carcinoid syndrome tumore
Q77,Habitus corporum achondroplastic
A03,Bacillus gastroenteritis
H00,glandulae deformis palpebram oculi BLEPHARITIS
D19,Tumor Tumor Mesothelial
E28,Stein Leventhal syndrome
E28,Ovarium inferum polysistic syndrom
A28,benignae lymphoreticulosis
K86,Insufficientiam pancreaticum
D32,Neoplasma malignum partium ac meninges vsum praestant
C15,cancer de firmo nexu fulcit
I77,"Ehrmann Sneddon syndrome,"
G61,Guillain-BARRA © syndrome
H53,color defectus vision
I86,Varices morbum ipsum scrotum
G80,aliquot infantes simul cerebri paralyticus
A46,streptococcal vero sacro igni
G23,defectus ceruloplasmin
G54,costoclaviculare syndrome
A75,Bacillus subtilis subsp Classical Atlas (febrem)
A75,"Pulicem unum, tulisse pudet rickettsiosis"
M70,Bursitis cubiti regionem
M70,METALLICUS scriptor cubito (inordinatio)
C63,cancer of ductus deferens
C71,Neoplasma malignum cerebri
C71,apparet ingenium maligna tumore
C64,Neoplasma malignum renalis
C46,Herpesvirus cardiac scriptor SARCOMA
C46,Herpesvirus cornee est scriptor SARCOMA
C46,Herpesvirus CARDIACUS scriptor SARCOMA
C46,Herpesvirus scriptor SARCOMA in ano est
C46,Herpesvirus scriptor SARCOMA pulmonis;
C46,Herpesvirus cutis est scriptor SARCOMA
Q44,Biliary atresia separatam;
E72,Dictyostelium Dibasic Aciduria II
E72,II Dibasicamino aciduria
C68,Carcinoma in Urethra
H10,conjunctiva cum inflammatione
M31,Giant-cell Arteritis: GCA
C53,cervicis uteri cancer
C53,Ceruicis tumor malignum
E71,ISOVALERIC ACIDEMIA; P.IVA
P37,congenita toxoplasmosis
K44,HIULCUS hernia (inordinatio)
Q40,Congenita iatale
L74,inordinatio autem sudore glandulis
H49,Trochlearis inordinatio
H53,acquisita dyschromatopsia
E75,Cre Abacavir
G71,Udd typus myopathy hallucis longus
G60,"Morbi Refsum, Adult, I"
K83,Perforatio duct
C32,Hisce compactus larynx California - supraglottis
C32,cancer of UBERON: (XXXVI)CCLXIII
G21,signa parkinsonism
B53,MEPHITIS ovale (inordinatio)
B51,Plasmodium falciparum malaria (inordinatio)
G93,ciuitatem pestilentia esse neuromyasthenia
R53,ciuitatem pestilentia esse neuromyasthenia
E73,Defectus adulta Lactase
G47,hypersomnolence inordinatio
N47,stricta præputii sui (inventum)
P22,morbus membrana hyalina
D12,Neoplasma benignum cecum
C18,Neoplasma malignum Caecum
C18,Tumor ex maligno Caecum
M34,"scleroderma pulmonis morbo,"
C56,ovarian cancer germine cohaerente cellulam
C18,Colonia Neoplasma malignum
C18,Tumor maligno de Colonia
D68,Labile elementum defectus
C73,Glandulae cancer medullae spinalis
Q74,Larsen dominatur syndrome
Q87,"Opitz syndrome-G, type II"
E85,Hibernian rem domesticam nouerant febricitantem
C62,Tumorem ovi vitellus sac Hepatoid
C56,Tumorem ovi vitellus sac Hepatoid
C25,Neoplasma malignum in Cerebrum
L30,Pellem inflammatio
Q87,"Holmes Schepens syndrome,"
C51,Humana malignas tumor Clitoral
C51,Humana malignas tumor Clitoris
I78,"Osler-Weber, Remus diease"
B67,pulmonis Echinococcosis
M54,"nervi radix inordinatio, NOS"
L25,"DERMATITIS, n venenata"
C22,Iecoris est Hemangiosarcoma
C48,Cancer of Peritonaeum
C48,"Virgo peritonaei externa,"
C75,Neoplasma malignum glandulae Hydrastis
C75,isque glandula pituitam
D13,glandularum endocrinarum pancreate tumore
C25,glandularum endocrinarum pancreate tumore
K75,iecoris autoimmune morbo
D52,folate defectus anemia
D52,Folate-defectus anemia
H31,morbus vascularis in opticus
B69,"Infection, carnes porcinas"
Q87,Texente tela syndrome-Williams
G11,II occrebellaris ataxia
G11,VII occrebellaris ataxia
B42,pulmonis sporotrichosis
C58,Humana malignas placenta Tumour
J01,"recto itinere nequiuerit sinusitis, acutae"
K21,Gastro-refluxus esophageal
E77,"sal et piper syndrome,"
Q74,"Musculus synostosis humero,"
C71,"tumorem, adulta Brainstem"
C71,Cancer of cerebellum
Q50,Corporis Diffusum Fabry Quiste de Morgagni
C69,telae corporis ciliaris
I25,coronarius ATHEROSCLEROSIS
I20,coronarius ATHEROSCLEROSIS
K76,coronarius ATHEROSCLEROSIS
D75,secundarium erythrocytosis
H83,inordinatio autem internum auris
H80,inordinatio autem internum auris
D65,phthisicis Coagulopatia
G62,bibitor polyneuropathy
H18,Autosomal recessive Chodorlahomor
C48,Neoplasma malignum retroperitoneale
C48,isque spatii retroperitonealis
I05,inordinationem a mitral valvae
C76,Humana malignas tumor Bimembris Dissoluti
C45,pericardium edere mesothelioma
C56,Ovarium inferum aspersos maculis teratoma
C54,Leiomyosarcoma Uteri
Q92,Trisomía 16p11.2 proximalis
Q61,XVI nephronophthisis genus
H18,"Cornea DYSTROPHIA, NAEVO VINDI"
C15,Cerebrum Adenocarcinoma
Q93,10Q Monosomía genus hallucis longus
Q93,Genus 15q Monosomía hallucis longus
G83,ventrali pontinus syndrome
Q93,"De Vries, Koolen syndrome"
Q41,Atresia de Ile
C85,Prima de lymphoma bone
H35,Retinae hydropicus (inordinatio)
F52,Orgasmic feminam inordinatio
G30,Praecox genus V Morbus
G54,Plexus inordinatio
C53,ADENOCARCINOMA cervicis
C53,Lichen ceruicis cancer
H61,auris externae inordinatio
H60,auris externae inordinatio
A81,Insomnia Fatal familiaris
Q82,BENIGNUS Pemphigus PRODUCTUS
D35,Adenoma de Hydrastis
Q87,Noonan SYNDROME X; NS10
Q87,"Cicero syndrome, Arnoldus,"
C03,Gingival maligna tumore
C05,cancer of palatina
C05,tamdiu maligna tumore
C05,Neoplasma malignum Uvula
C69,et confregit cerebrum cancer orbis
C69,Neoplasma malignum OrbiliusMagister
C69,Tumor ex maligno OrbiliusMagister
C69,Neoplasma malignum ambitu propriis
C71,Folia prima cerebrum tumore
E27,De morbo glandulae
K05,pugnax periodontitis
C49,II RHABDOMYOSARCOMA; RMS2
G60,CMT2 propter mutationem VCP
D07,Erythroplasie de Queyrat
D07,Bowen scriptor morbus penis
D07,Carcinoma in situ penis
D00,Erythroplasie de Queyrat
D00,Bowen scriptor morbus penis
D00,Carcinoma in situ penis
C43,cutis malignorum melanoma
C43,corpus malignorum melanoma
C14,annulum de cancer tonsillar
D02,Tempus laryngis cancer 0
D02,Carcinoma in situ iecur
D02,"Carcinoma in situ, in hisce compactus larynx"
D02,0 scaenam laryngea Cancri
N48,Haarleukoplakie de penis
D05,Carcinoma in situ pectus
D05,Carcinoma in situ pectus
D05,"carcinoma, pectus gradu 0"
D09,Carcinoma in situ oculus
E72,defectus cystathionase
G52,Oll'actorius inordinatio
H71,media cholesteatoma
K58,Iracundior alvus syndrome
K58,Lienalis flexione syndrome
C10,Ticum gutture Cancri
M05,acutus ARTICULARIS metritis
I09,acutus ARTICULARIS metritis
I01,acutus ARTICULARIS metritis
A77,Tick ??mare febricitantem
L92,"Cicero, morbo Urbach"
Q87,XIII-BARDET BIEDL SYNDROME
Q87,BARDET-XVI BIEDL SYNDROME
Q87,"XVII, BARDET BIEDL SYNDROME"
Q87,XIV-BARDET BIEDL SYNDROME
Q87,"XV, BARDET BIEDL SYNDROME"
Q87,"XIX, BARDET BIEDL SYNDROME"
Q87,XVIII-BARDET BIEDL SYNDROME
E26,Bartter syndrome generis 4 *
E26,"BARTTER alveolaris, type III"
Q12,"Cataractam praeterfluit, Anterior Ursus"
D01,Carcinoma in situ Recto
D01,Carcinoma in situ recto intestino
D01,Lupus Carcinoma 0 scaenam Recto
D01,Carcinoma intestino recto gradu 0
D09,Carcinoma in situ renibus
D09,0 scaenam renibus carcinoma
I68,Familia Danica Dementia praecox
E85,Familia Danica Dementia praecox
I45,PRAVUS VULGATE excitatio
Q12,Caerula genus VII suffusio
G11,Ataxia Friedreich type I
G11,Quod haereditarium medulla ataxia
D26,Cervus adenomatous Tumor
Q87,"XII, BARDET BIEDL SYNDROME"
Q87,X-BARDET BIEDL SYNDROME
Q87,XI-BARDET BIEDL SYNDROME
L81,Acropigmentation de Dohi
D02,"Vesalius, 0 scaenam Ulcus"
N88,Reindeer Haarleukoplakie
D09,Morbositates vesicae cancer scaena 0is
D09,Flat Cis vesica urinaria
D00,Carcinoma in situ labrum
D00,Carcinoma in gradu 0 LABELLUM
D04,Carcinoma in situ auris
C72,Medulla Theologiae Moralis Herm tumorem
Q22,tricuspides CYMBALON ibi procidat
H47,cortex ex morbo visual
C74,Neoplasma malignum medullae suprarenalis
Q12,"XXIX Cataractam praeterfluit, coralliformia"
Q12,"XXX Cataractam praeterfluit, pulverulentibus"
Q87,Receptaculi ursi stevenson syndrome
Q87,"Cicero syndrome receptaculi ursi,"
E71,Oxothiolase III-defectus
M89,et os inordinatio elementum
L43,Lichen planus (inordinatio)
K85,pancreatitis Fascitis
Q76,congenita synspondylism
Q76,Synspondylism congenita
C64,renalis cell SARCOMA
H11,a concretio- nibus Copulativarum Apud Caesarem:
Q87,"Mainzer Saldino syndrome,"
Q87,"Saldino Mainzer syndrome,"
G60,COWCHOCK hominis; COWCK
E78,"Lipoproteina defectus,"
Q80,"Ichthyosis, Linked Type"
Q85,Neurofibromatosis type IV
Q85,Neurofibromatosis type I
Q85,Neurofibromatosis type II
G24,blepharospasm (inordinatio)
E72,defectus canavanase
C16,CARDIACUS linitis muscle
N48,Induratio pene muscle
K50,Crohn scriptor morbus ex colonia
F99,mentis morbum
F00,mentis morbum
C49,epithelioid cellula SARCOMA
E70,"Linnaeus) diak Higashi morbo,"
E70,"© ChÃ diak Higashi morbo,"
E70,"Chediak Higashi SYNDROME,"
D72,"Linnaeus) diak Higashi morbo,"
D72,"© ChÃ diak Higashi morbo,"
D72,"Chediak Higashi SYNDROME,"
F45,Vicia narbonensis inordinatio symptom
